0,1000_4_6,0.22358958693478548,0.30657836403312355,0.211037508368607,0.49705866311264907,0.1407817800171667,0.294567710803851,0.8070743879415037,0.06559960069386013
1,1000_5_1,0.3149074576547115,0.32298402670180587,0.27559451647056493,0.4268382740744882,0.1488471235099303,0.3911314423647733,0.7417823851959306,0.06932616125667737
2,1003_33_2,0.6119527657525333,0.5109432990929909,0.2764099290766529,0.3610463104870679,0.1651460047525373,0.3072500526609324,0.6509681985572757,0.06379537478209531
3,1004_29_6,0.25707763879013024,0.31224290540812305,0.5784912678174281,0.225095493187265,0.142636400101157,0.36613536825286247,0.780619592902368,0.06476501470609171
4,1009_14_1,0.6048790155397136,0.3316212782951627,0.5320335277887167,0.20701712359577443,0.1462541550480714,0.37395736239710897,0.6619539759185242,0.0646064903071746
5,1009_9_5,0.2676440178820802,0.31271906523719223,0.30956867371615,0.6622116026361249,0.14195492561890793,0.33455866124664413,0.6886682882525106,0.06462212492292607
6,1011_21_5,0.4480515489260954,0.3718114995198719,0.42082657410939805,0.24434014963434927,0.15546205398688442,0.30026846120348416,0.7764775811825263,0.06364247681354265
7,1012_20_0,0.32324261326935766,0.2893449144929495,0.5621254456301661,0.4812425318034569,0.1459676009344672,0.3350222308277557,0.694502282167307,0.06332040199508084
8,1013_44_5,0.2698779988726524,0.30285350800656546,0.2314539033611605,0.27759176457013635,0.15016763088601565,0.35630403526467763,0.8433146286365831,0.0654646320967613
9,1014_6_4,0.22186498589322784,0.43461799744412993,0.25286093475562127,0.5665828313368289,0.1592241246185006,0.2774170466278266,0.7723666901675473,0.0698900911289395
10,1017_9_0,0.6338023055089443,0.36501811235688775,0.31005179478237843,0.23855453503143162,0.17378402794340894,0.2992623111505184,0.7599916482069067,0.06463339861798376
11,1018_3_1,0.24618835269549427,0.25664727263205867,0.20316942637363472,0.7237855387732137,0.1402492211316433,0.29287885994152024,0.7346656345247373,0.06242521991584965
12,1019_37_4,0.458444098495451,0.26884876330852203,0.5490916010977612,0.3623494352559104,0.13997134661469757,0.4653334232837583,0.4858019549267443,0.07617446695882012
